hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
14	L1_comentario	pair	5%	5%	divergent	Divergente	Großer Besitz, der noch im Anfangsstadium ist und noch keine Anfechtung erfahren hat, ist ohne Makel; denn es ist noch gar keine Gelegenheit…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	Great possession that is still in its beginnings and that has not yet been challenged brings no blame, since there has been no opportunity t…	Primera línea poco alineada (Jaccard 5%). | Solapamiento léxico bajo MT↔Baynes (5%).
15	L1_comentario	pair	1%	1%	divergent	Divergente	Eine gefährliche Unternehmung, wie das Durchqueren eines großen Wassers, ist sehr erschwert, wenn viele Ansprüche und Rücksichten dabei in B…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	A dangerous enterprise, such as the crossing of a great stream, is made much more difficult if many claims and considerations have to be tak…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
16	L1_comentario	pair	0%	0%	divergent	Divergente	Jemand in untergeordneter Stellung hat vornehme Beziehungen, deren er sich begeistert rühmt. Durch diesen Übermut zieht er mit Notwendigkeit…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	A man in an inferior position has aristocratic connections about which he boasts enthusiastically. This arrogance inevitably invites misfort…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
17	L1_comentario	pair	1%	1%	divergent	Divergente	Es gibt Ausnahmezustände, da das Verhältnis von Leiter und Geleitetem sich ändert. In der Idee der Anpassung und Nachfolge liegt es, daß man…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 26 SECONDS VISIT HTTPS://MYMEMOR…	There are exceptional conditions in which the relation between leader and followers changes. It is implicit in the idea of following and ada…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
18	L1_comentario	pair	1%	1%	divergent	Divergente	Das starre Stehenbleiben beim Hergebrachten hat Verderben zur Folge gehabt. Aber das Verderben ist noch nicht tief eingewurzelt, darum kann …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 26 SECONDS VISIT HTTPS://MYMEMOR…	Rigid adherence to tradition has resulted in decay. But the decay has not yet penetrated deeply and so can still be easily remedied. It is a…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
19	L1_comentario	pair	0%	0%	divergent	Divergente	Das Gute beginnt sich durchzusetzen und findet an einflußreicher Stelle Entgegenkommen. Von dort geht die Anregung an den tüchtigen Menschen…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 25 SECONDS VISIT HTTPS://MYMEMOR…	The good begins to prevail and to find response in influential circles. This in turn is an incentive to men of ability. It is well to join t…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
20	L1_comentario	pair	2%	2%	divergent	Divergente	Ein verständnisloses Betrachten aus der Ferne ist hier gezeichnet. Es ist jemand da, der wirkt, aber dessen Wirkungen von den geringen Mensc…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 25 SECONDS VISIT HTTPS://MYMEMOR…	This means contemplation from a distance, without comprehension. A man of influence is at hand, but his influence is not understood by the c…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
21	L1_comentario	pair	4%	4%	divergent	Divergente	Wenn jemand sofort beim ersten Versuch, etwas Böses zu tun, der Strafe verfällt, so ist die Strafe nur leicht. Es werden nur die Zehen vom B…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 25 SECONDS VISIT HTTPS://MYMEMOR…	If a sentence is imposed the first time a man attempts to do wrong, the penalty is a mild one. Only the toes are put in the stocks. This pre…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico bajo MT↔Baynes (4%).
22	L1_comentario	pair	2%	2%	divergent	Divergente	Die Stellung zu Beginn und an untergeordnetem Platze bringt es mit sich, daß man die Mühe des Vorankommens selbst auf sich nehmen muß. Man h…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 25 SECONDS VISIT HTTPS://MYMEMOR…	A beginner in a subordinate place must take upon himself the labor of advancing. There might be an opportunity of surreptitiously easing the…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
23	L1_comentario	pair	0%	0%	divergent	Divergente	Die Gemeinen kommen heran und fangen heimlich von unten an mit ihrer zerstörenden Wühlarbeit, um auf diese Weise den Platz, auf dem der Edle…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 24 SECONDS VISIT HTTPS://MYMEMOR…	Inferior people are on the rise and stealthily begin their destructive burrowing from below in order to undermine the place where the superi…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
24	L1_comentario	pair	3%	3%	divergent	Divergente	Kleine Abweichungen vom Guten sind nicht zu vermeiden. Man muß nur rechtzeitig umkehren, ehe man zu weit gegangen. Das ist besonders bei der…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 24 SECONDS VISIT HTTPS://MYMEMOR…	Slight digressions from the good cannot be avoided, but one must turn back in time, before going too far. This is especially important in th…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
25	L1_comentario	pair	0%	0%	divergent	Divergente	Die ersten ursprünglichen Regungen des Herzens sind immer gut, so daß man ihnen getrost folgen kann und gewiß sein darf, daß man Glück hat u…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 24 SECONDS VISIT HTTPS://MYMEMOR…	The original impulses of the heart are always good, so that we may follow them confidently, assured of good fortune and achievement of our a…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
26	L1_comentario	pair	2%	2%	divergent	Divergente	Man wünschte wohl ein kräftiges Fortschreiten. Allein in den Verhältnissen liegt eine Behinderung. Man sieht sich festgehalten. Wollte man d…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 24 SECONDS VISIT HTTPS://MYMEMOR…	A man wishes to make vigorous advance, but circumstances present an obstacle. He sees himself held back firmly. If he should attempt to forc…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
27	L1_comentario	pair	0%	0%	divergent	Divergente	Die Zauberschildkröte ist ein Wesen, das keiner irdischen Nahrung bedarf, sondern solche Zauberkraft besitzt, daß es von der Luft leben kann…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 24 SECONDS VISIT HTTPS://MYMEMOR…	The magic tortoise is a creature possessed of such supernatural powers that it lives on air and needs no earthly nourishment. The image mean…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
28	L1_comentario	pair	0%	0%	divergent	Divergente	Wenn man in außerordentlichen Zeiten etwas beginnen will, so muß man außerordentliche Vorsicht walten lassen, wie man etwas Schweres, das au…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	When a man wishes to undertake an enterprise in extraordinary times, he must be extraordinarily cautious, just as when setting a heavy thing…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
29	L1_comentario	pair	2%	2%	divergent	Divergente	Gewohnheit des Gefährlichen bewirkt leicht, daß die Gefahr ins eigne Wesen eingeht. Man weiß Bescheid und gewöhnt sich ans Böse. Damit hat m…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	By growing used to what is dangerous, a man can easily allow it to become part of him. He is familiar with it and grows used to evil. With t…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
30	L1_comentario	pair	3%	3%	divergent	Divergente	Es ist früher Morgen. Die Arbeit beginnt. Nachdem im Schlaf die Seele von der Außenwelt abgeschlossen war, fangen nun die Beziehungen zur We…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	It is early morning and work begins. The mind has been closed to the outside world in sleep; now its connections with the world begin again.…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
31	L1_comentario	pair	0%	0%	divergent	Divergente	Eine Bewegung, ehe sie wirklich ausgeführt wird, äußert sich zunächst in den Zehen. Der Gedanke der Einwirkung ist schon da. Aber er tritt z…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	A movement, before it is actually carried out, shows itself first in the toes. The idea of an influence is already present, but it is not im…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
32	L1_comentario	pair	0%	0%	divergent	Divergente	Etwas Dauerndes läßt sich nur allmählich durch lange Arbeit und sorgfältiges Nachdenken schaffen. »Wenn man etwas zusammendrücken will, muß …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	Whatever endures can be created only gradually by long-continued work and careful reflection. In the same sense Lao-tse says: ""If we wish to…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
33	L1_comentario	pair	0%	0%	divergent	Divergente	Da das Zeichen das Abbild von etwas sich Zurückziehendem ist, so ist der erste Strich der Schwanz und der oberste der Kopf. Beim Rückzug ist…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 22 SECONDS VISIT HTTPS://MYMEMOR…	Since the hexagram is the picture of something that is retreating, the lowest line represents the tail and the top line the head. In a retre…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
34	L1_comentario	pair	2%	2%	divergent	Divergente	Die Zehen sind ganz unten und sind bereit voranzuschreiten. So ist große Macht an niederer Stelle geneigt, gewaltsam den Fortschritt zu erzw…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 22 SECONDS VISIT HTTPS://MYMEMOR…	The toes are in the lowest place and are ready to advance. So likewise great power in lowly station is inclined to effect advance by force. …	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
35	L1_comentario	pair	4%	4%	divergent	Divergente	Wenn man kein Vertrauen findet, so bleibe man gelassen. Kein Fehler. Zu einer Zeit, da alles nach Fortschritt drängt, befindet man sich noch…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 22 SECONDS VISIT HTTPS://MYMEMOR…	At a time when all elements are pressing for progress, we are still uncertain whether in the course of advance we may not meet with a rebuff…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico bajo MT↔Baynes (4%).
36	L1_comentario	pair	3%	3%	divergent	Divergente	Der Edle auf seiner Wanderschaft ißt drei Tage nichts. Aber er hat, wohin er geht. Der Wirt hat über ihn zu reden. In großartigem Entschluß …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 21 SECONDS VISIT HTTPS://MYMEMOR…	With grandiose resolve a man endeavors to soar above all obstacles, but thus encounters a hostile fate. He retreats and evades the issue. Th…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
37	L1_comentario	pair	2%	2%	divergent	Divergente	Die Familie muß eine festbegrenzte Einheit bilden, innerhalb deren jedes Glied seinen Platz kennt. Von Anfang an müssen die Kinder an feste …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	The family must form a well-defined unit within which each member knows his place. From the beginning each child must be accustomed to firml…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
38	L1_comentario	pair	1%	1%	divergent	Divergente	Wenn du böse Menschen siehst, so hüte dich vor Fehlern. Auch in Zeiten des Gegensatzes kann man so handeln, daß man frei von Fehlern bleibt,…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 18 SECONDS VISIT HTTPS://MYMEMOR…	Even in times when oppositions prevail, mistakes can be avoided, so that remorse disappears. When opposition begins to manifest itself, a ma…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
39	L1_comentario	pair	2%	2%	divergent	Divergente	Wenn man sich einem Hemmnis gegenüber sieht, so handelt es sich darum, zu überlegen, wie man damit am besten fertig wird. Wenn eine Gefahr u…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 17 SECONDS VISIT HTTPS://MYMEMOR…	When one encounters an obstruction, the important thing is to reflect on how best to deal with it. When threatened with danger, one should n…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
40	L1_comentario	pair	0%	0%	divergent	Divergente	Es werden nicht viele Worte gemacht, entsprechend der Situation. Die Hemmung ist vorüber, die Befreiung ist da. Man erholt sich in Ruhe und …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 17 SECONDS VISIT HTTPS://MYMEMOR…	In keeping with the situation, few words are needed. The hindrance is past, deliverance has come. One recuperates in peace and keeps still. …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
41	L1_comentario	pair	0%	0%	divergent	Divergente	Es ist selbstlos und gut, wenn man nach Erledigung der unmittelbar wichtigen eigenen Aufgaben seine Kraft in den Dienst der anderen stellt u…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 17 SECONDS VISIT HTTPS://MYMEMOR…	It is unselfish and good when a man, after completing his own urgent tasks, uses his strength in the service of others, and without bragging…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
42	L1_comentario	pair	6%	6%	divergent	Divergente	Wenn man von oben her eine große Förderung erfährt, muß man den Kraftzuwachs, den man so erhält, dazu benützen, etwas Großes zu leisten, zu …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 16 SECONDS VISIT HTTPS://MYMEMOR…	If great help comes to a man from on high, this increased strength must be used to achieve something great for which he might otherwise neve…	Primera línea poco alineada (Jaccard 6%). | Solapamiento léxico bajo MT↔Baynes (6%).
43	L1_comentario	pair	0%	0%	divergent	Divergente	In Zeiten entschlossenen Voranschreitens ist besonders der erste Anfang schwierig. Man fühlt sich zu entschlossenem Voranschreiten begeister…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 16 SECONDS VISIT HTTPS://MYMEMOR…	In times of a resolute advance, the beginning is especially difficult. We feel inspired to press forward but resistance is still strong; the…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
44	L1_comentario	pair	0%	0%	divergent	Divergente	Auch ein mageres Schwein hat die Anlage dazu, umherzutoben. Wenn ein minderwertiges Element sich eingeschlichen hat, so muß man es sofort en…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 16 SECONDS VISIT HTTPS://MYMEMOR…	If an inferior element has wormed its way in, it must be energetically checked at once. By consistently checking it, bad effects can be avoi…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
45	L1_comentario	pair	3%	3%	divergent	Divergente	Wenn du rufst, so kannst du nach einem Griff wieder lachen. Bedaure nichts. Hingehen ist ohne Makel. Die Lage ist hier, daß man sich sammeln…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 15 SECONDS VISIT HTTPS://MYMEMOR…	The situation is this: people desire to gather around a leader to whom they look up. But they are in a large group, by which they allow them…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
46	L1_comentario	pair	2%	2%	divergent	Divergente	Hier ist die Anfangslage des Aufstiegs. Wie das Holz für sein Empordringen die Kraft aus der Wurzel entnimmt, die an sich ganz unten ist, so…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 13 SECONDS VISIT HTTPS://MYMEMOR…	This is the situation at the beginning of ascent. Just as wood draws strength for its upward push from the root, which in itself is in the l…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
47	L1_comentario	pair	4%	4%	divergent	Divergente	Wenn man in Not kommt, ist es vor allem wichtig, stark zu sein und die Not innerlich zu überwinden. Wenn man aber schwach ist, dann übermann…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 13 SECONDS VISIT HTTPS://MYMEMOR…	When adversity befalls a man, it is important above all things for him to be strong and to overcome the trouble inwardly. If he is weak, the…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico bajo MT↔Baynes (4%).
48	L1_comentario	pair	6%	6%	divergent	Divergente	Wenn sich jemand in den sumpfigen Niederungen umhertreibt, so versinkt sein Leben im Schlamm. Ein solcher Mensch verliert seine Bedeutung fü…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 13 SECONDS VISIT HTTPS://MYMEMOR…	If a man wanders around in swampy lowlands, his life is submerged in mud. Such a man loses all significance for mankind. He who throws himse…	Primera línea poco alineada (Jaccard 6%). | Solapamiento léxico bajo MT↔Baynes (6%).
49	L1_comentario	pair	2%	2%	divergent	Divergente	Änderungen darf man erst unternehmen, wenn es nicht mehr anders möglich ist. Darum ist zunächst äußerste Zurückhaltung nötig. Man muß innerl…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 13 SECONDS VISIT HTTPS://MYMEMOR…	Changes ought to be undertaken only when there is nothing else to be done. Therefore at first the utmost restraint is necessary. One must be…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
50	L1_comentario	pair	1%	2%	divergent	Divergente	Wenn man den Tiegel umkehrt, ehe man ihn in Gebrauch nimmt, so hat das nichts zu sagen; im Gegenteil, der Unrat kommt auf diese Weise heraus…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 13 SECONDS VISIT HTTPS://MYMEMOR…	If a ting is turned upside down before being used, no harm is done—on the contrary, this clears it of refuse. A concubine's position is lowl…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (1%).
51	L1_comentario	pair	0%	0%	divergent	Divergente	Furcht und Zittern der Erschütterung kommt zuerst an einen, so daß man den andern gegenüber sich in Nachteil gestellt sieht. Aber das ist nu…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 12 SECONDS VISIT HTTPS://MYMEMOR…	The fear and trembling engendered by shock come to an individual at first in such a way that he sees himself placed at a disadvantage as aga…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
52	L1_comentario	pair	0%	0%	divergent	Divergente	Das Ruhigbleiben der Zehen bedeutet ein Stehenbleiben, noch ehe man angefangen hat, sich zu bewegen. Der Anfang ist die Zeit, da man wenig F…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 12 SECONDS VISIT HTTPS://MYMEMOR…	Keeping the toes still means halting before one has even begun to move. The beginning is the time of few mistakes. At that time one is still…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
53	L1_comentario	pair	1%	2%	divergent	Divergente	Die einzelnen Linien haben alle den allmählichen Zug der Wildgans zum Bild. Die Wildgans ist das Symbol der ehelichen Treue. Es heißt von ih…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 12 SECONDS VISIT HTTPS://MYMEMOR…	All the individual lines in this hexagram symbolize the gradual flight of the wild goose. The wild goose is the symbol of conjugal fidelity,…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (1%).
54	L1_comentario	pair	0%	0%	divergent	Divergente	Die Fürsten des Altertums hatten eine feste Rangordnung unter den Palastdamen, die der Königin unterstellt waren wie die jüngeren Schwestern…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 11 SECONDS VISIT HTTPS://MYMEMOR…	The princes of ancient China maintained a fixed order of rank among the court ladies, who were subordinated to the queen as are younger sist…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
55	L1_comentario	pair	0%	0%	divergent	Divergente	Um eine Zeit der Fülle herbeizuführen, bedarf es der Vereinigung von Klarheit und energischer Bewegung. Wo diese beiden Eigenschaften in zwe…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 10 SECONDS VISIT HTTPS://MYMEMOR…	To bring about a time of abundance, a union of clarity with energetic movement is needed. Two individuals possessed of these two attributes …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
56	L1_comentario	pair	3%	3%	divergent	Divergente	Ein Wanderer darf sich nicht entwürdigen und sich mit gemeinen Dingen am Weg abgeben. Gerade je niedriger und wehrloser seine Stellung nach …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 09 SECONDS VISIT HTTPS://MYMEMOR…	A wanderer should not demean himself or busy himself with inferior things he meets with along the way. The humbler and more defenseless his …	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
57	L1_comentario	pair	0%	0%	divergent	Divergente	Das sanfte Wesen geht oft bis zur Unentschlossenheit. Man fühlt nicht die Kraft, entschlossen fortzuschreiten. Tausend Bedenken erheben sich…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 09 SECONDS VISIT HTTPS://MYMEMOR…	Inborn gentleness is often carried to the point of indecisiveness. One does not feel strong enough to advance resolutely. A thousand doubts …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
58	L1_comentario	pair	4%	4%	divergent	Divergente	Eine stille, wortlose, in sich gesammelte Freude, die nichts von außen begehrt und mit allem zufrieden ist, bleibt frei von allen egoistisch…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 09 SECONDS VISIT HTTPS://MYMEMOR…	A quiet, wordless, self-contained joy, desiring nothing from without and resting content with everything, remains free of all egotistic like…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico bajo MT↔Baynes (4%).
59	L1_comentario	pair	0%	0%	divergent	Divergente	Hier handelt es sich darum, daß, noch ehe die Trennung vollzogen ist, die ersten Anfänge dazu überwunden werden; daß die Wolken zerstreut we…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 09 SECONDS VISIT HTTPS://MYMEMOR…	It is important that disunion should be overcome at the outset, before it has become complete—that the clouds should be dispersed before the…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
60	L1_comentario	pair	1%	1%	divergent	Divergente	Oft möchte man etwas unternehmen, sieht sich aber unübersteigbaren Schranken gegenüber. Da gilt es, die Einsicht zu haben, wo man innehalten…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 09 SECONDS VISIT HTTPS://MYMEMOR…	Often a man who would like to undertake something finds himself confronted by insurmountable limitations. Then he must know where to stop. I…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
61	L1_comentario	pair	1%	1%	divergent	Divergente	Die Hauptsache für die Kraft innerer Wahrheit ist, daß man in sich gefestigt und bereit ist. Aus dieser inneren Haltung entspringt das richt…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 26 MINUTES 08 SECONDS VISIT HTTPS://MYMEMOR…	The force of inner truth depends chiefly on inner stability and preparedness. From this state of mind springs the correct attitude toward th…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
